CASEID,YEAR,COMPWT,AGE,RACE,SEX,BORN,PARBORN,GRANBORN,CHILDS,RELIG,DENOM,OTHER,FUND,RELIG16,DENOM16,OTH16,FUND16,PARELIG,PADEN,PAOTH,PAATTEND,PAFUND,PARELKID,PADENKID,MARELIG,MADEN,MAOTH,MAATTEND,MAFUND,MARELKID,MADENKID,SPREL,SPDEN,SPOTHER,SPATTEND,SPFUND,SPREL16,SPDEN16,KDYRBRN1,KDYRBRN2,KDYRBRN3,KDYRBRN4,KDYRBRN5,KDYRBRN6,KDYRBRN7,KDYRBRN8,KDYRBRN9,SWITCH1,SWITCH2,SWITCH3,SWITAGE1,SWITAGE2,SWITWHY1,SWITWHY2
21966,1988,5.30000000000000027e-01,31,1,1,1,0,0,0, 1,99,999,9, 1,32,  0,1,1,32,  0,7,1,0,    0,1,32,  0,7,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21967,1988,1.06000000000000005e+00,79,1,1,1,0,2,3, 1,70,  0,2, 1,70,  0,2,1,70,  0,9,2,0,    0,1,70,  0,9,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
21968,1988,1.06000000000000005e+00,58,1,2,1,0,0,3, 1,60, 40,3, 1,50,  0,3,1,50,  0,7,3,0,    0,1,50,  0,7,3,0,    0, 1,50,  0,2,3,1,50,   0,   0,   0,   0,   0,   0,   0,   0,   0,160040,     0,     0,22,-1,10, 0
21969,1988,1.59000000000000008e+00,20,1,1,1,0,0,0, 2, 0,  0,2, 2, 0,  0,2,1,60,  3,1,1,0,    0,2, 0,  0,1,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21970,1988,5.30000000000000027e-01,30,1,1,1,0,1,0, 1,48,  0,3, 1,48,  0,3,1,48,  0,7,3,0,    0,1,48,  0,7,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21971,1988,1.06000000000000005e+00,28,1,1,1,0,0,0, 1,34,  0,2, 1,34,  0,2,1,34,  0,7,2,0,    0,1,34,  0,7,2,0,    0, 1,42,  0,2,1,1,42,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21972,1988,5.30000000000000027e-01,67,1,2,1,8,4,2, 3, 0,  0,3, 3, 0,  0,3,0, 0,  0, ,0,0,    0,3, 0,  0,3,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,300000,999999,999999,99,99,99,99
21973,1988,5.30000000000000027e-01,26,3,1,2,8,4,0, 5, 0,  0,9, 5, 0,  0,9,5, 0,  0,3,9,0,    0,5, 0,  0,3,9,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21974,1988,5.30000000000000027e-01,41,3,1,2,8,4,1, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,0,    0,5, 0,  0,0,9,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21975,1988,5.30000000000000027e-01,48,1,2,1,1,4,2, 5, 0,  0,9, 1,15,  0,1,0, 0,  0, ,0,0,    0,4, 0,  0,0,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,500000,     0,     0,16,-1,50, 0
21976,1988,1.06000000000000005e+00,28,3,1,1,0,3,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,160068,170000,200000,17,18,50,50
21977,1988,1.06000000000000005e+00,29,1,1,1,8,4,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,5,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21978,1988,5.30000000000000027e-01,52,3,2,2,8,4,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21979,1988,5.30000000000000027e-01,41,1,2,2,8,4,2, 5, 0,  0,9, 1,34,  0,2,4, 0,  0,0,3,0,    0,1,34,  0,1,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
21980,1988,5.30000000000000027e-01,41,1,1,1,0,4,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
21981,1988,5.30000000000000027e-01,28,1,1,1,0,3,0, 1,32,  0,1, 1,32,  0,1,1,32,  0,7,1,0,    0,1,32,  0,7,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21982,1988,5.30000000000000027e-01,43,3,2,2,8,4,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21983,1988,5.30000000000000027e-01,33,1,2,1,0,1,0, 4, 0,  0,3, 1,30,  0,2,1,30,  0,7,2,0,    0,1,30,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
21984,1988,5.30000000000000027e-01,33,2,2,1,0,0,5, 1,10,  0,1, 1,10,  0,1,1,14,  0,8,1,0,    0,1,10,  0,8,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,160058,110000,     0,16,99,20,99
21985,1988,1.06000000000000005e+00,65,2,1,1,0,0,0, 5, 0,  0,9, 1,14,  0,1,0, 0,  0, ,0,0,    0,1,14,  0,7,1,0,    0, 1,14,  0,3,1,1,14,   0,   0,   0,   0,   0,   0,   0,   0,   0,500000,     0,     0,50,-1,20, 0
21986,1988,1.59000000000000008e+00,19,2,2,1,0,0,2, 1,12,  0,1, 1,12,  0,1,0, 0,  0, ,0,0,    0,1,12,  0,0,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21987,1988,1.59000000000000008e+00,64,1,1,1,1,4,0, 4, 0,  0,3, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
21988,1988,1.06000000000000005e+00,52,2,2,1,0,0,2, 4, 0,  0,3, 1,14,  0,1,1,14,  0,7,1,0,    0,1,60, 56,7,1,0,    0, 1,60, 58,7,1,1,14,   0,   0,   0,   0,   0,   0,   0,   0,   0,160058,     0,     0,99,-1,77, 0
21989,1988,1.06000000000000005e+00,72,2,2,1,0,0,0, 1,14,  0,1, 1,22,  0,3,1,22,  0,7,3,0,    0,1,22,  0,7,3,0,    0, 1,14,  0,2,1,1,14,   0,   0,   0,   0,   0,   0,   0,   0,   0,114000,     0,     0,25,-1,10, 0
21990,1988,1.06000000000000005e+00,19,2,1,1,0,0,0, 1,10,  0,1, 1,10,  0,1,4, 0,  0,0,3,0,    0,1,10,  0,7,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21991,1988,1.59000000000000008e+00,24,2,1,1,0,0,0, 1,10,  0,1, 1,10,  0,1,1,10,  0,5,1,0,    0,1,10,  0,5,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21992,1988,2.12999999999999989e+00,45,2,1,1,0,0,6, 1,60, 56,1, 1,14,  0,1,1,14,  0,6,1,0,    0,1,14,  0,9,1,0,    0, 1,60, 56,8,1,1,14,   0,   0,   0,   0,   0,   0,   0,   0,   0,118000,     0,     0,20,-1,30, 0
21993,1988,1.06000000000000005e+00,36,2,1,1,0, ,1, 1,10,  0,1, 1,10,  0,1,1,10,  0,6,1,0,    0,1,10,  0,6,1,0,    0, 1,10,  0,7,1,1,10,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21994,1988,1.06000000000000005e+00,43,2,2,1,0,0,1, 1,60, 68,1, 1,14,  0,1,1,14,  0,7,1,0,    0,1,14,  0,7,1,0,    0, 1,14,  0,3,1,1,14,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
21995,1988,2.12999999999999989e+00,28,2,1,2,8,4,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21996,1988,5.30000000000000027e-01,36,2,2,1,0,0,1, 1,18,  0,1, 1,18,  0,1,1,18,  0,2,1,0,    0,1,18,  0,7,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21997,1988,5.30000000000000027e-01,76,1,2,1,1, ,3, 1,60, 45,1, 1,60, 45,1,1,60, 45,2,1,0,    0,1,60, 45,7,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,200000,160045,     0,75,99,10,99
21998,1988,1.06000000000000005e+00,24,1,2,1,0, ,1, 1,14,  0,1, 1,14,  0,1,4, 0,  0,0,3,0,    0,1,14,  0,3,1,0,    0, 4, 0,  0,0,3,1,41,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21999,1988,1.06000000000000005e+00,70,1,2,1,8,4,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,8,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22000,1988,1.06000000000000005e+00,57,1,2,1,0,0,1, 1,32,  0,1, 1,32,  0,1,1,30,  0,7,2,0,    0,1,30,  0,7,2,0,    0, 1,32,  0,7,1,1,33,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22001,1988,1.06000000000000005e+00,63,1,1,1,0,0,3, 1,60, 40,3, 1,60, 40,3,1,60, 40,4,3,0,    0,1,50,  0,4,3,0,    0, 1,60, 40,2,3,1,50,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22002,1988,1.06000000000000005e+00,36,1,2,1,0,0,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,4,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22003,1988,1.06000000000000005e+00,69,1,1,1,8,4,5, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,4,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22004,1988,1.06000000000000005e+00,35,1,2,1,0,0,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,3,2,0,    0,2, 0,  0,3,2,0,    0, 2, 0,  0,3,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22005,1988,1.06000000000000005e+00,56,1,1,2,8,4,3, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,6,2,1,34,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22006,1988,1.59000000000000008e+00,46,1,2,1,1,2,2, 1,32,  0,1, 2, 0,  0,2,2, 0,  0,7,2,0,    0,1,70,  0,0,2,0,    0, 1,32,  0,7,1,1,34,   0,   0,   0,   0,   0,   0,   0,   0,   0,132000,     0,     0,21,-1,15, 0
22007,1988,5.30000000000000027e-01,72,1,2,1,0,4,4, 1,31,  0,2, 1,31,  0,2,1,31,  0,7,2,0,    0,1,31,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22008,1988,5.30000000000000027e-01,40,1,1,2,8,4,2, 4, 0,  0,3, 1,50,  0,3,1,50,  0,0,3,0,    0,1,50,  0,0,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
22009,1988,1.59000000000000008e+00,42,1,2,1,0,3,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22010,1988,1.06000000000000005e+00,36,3,2,1,0,0,1, 4, 0,  0,3, 1,22,  0,3,4, 0,  0,0,3,0,    0,1,22,  0,7,3,0,    0, 2, 0,  0,4,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
22011,1988,1.06000000000000005e+00,47,1,2,1,0,2,3, 1,30,  0,2, 1,30,  0,2,1,30,  0,7,2,0,    0,1,30,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22012,1988,1.06000000000000005e+00,71,1,2,1,8,4,1, 1,22,  0,3, 4, 0,  0,3,4, 0,  0,0,3,0,    0,4, 0,  0,0,3,0,    0, 1,22,  0,5,3,1,32,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
22013,1988,1.06000000000000005e+00,43,1,1,1,2,2,2, 1,60, 45,1, 4, 0,  0,3,4, 0,  0,1,3,0,    0,1,31,  0,6,2,0,    0, 1,60, 45,7,1,1,32,   0,   0,   0,   0,   0,   0,   0,   0,   0,122000,160047,     0,99,39,20,50
22014,1988,5.30000000000000027e-01,32,1,1,1,0,1,0, 4, 0,  0,3, 1,48,  0,3,4, 0,  0,1,3,0,    0,1,48,  0,1,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
22015,1988,1.06000000000000005e+00,33,1,2,1,0,0,3, 1,32,  0,1, 1,60, 57,1,1,60, 51,3,2,0,    0,1,60, 57,3,1,0,    0, 2, 0,  0,3,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,132000,     0,     0,18,-1,10, 0
22016,1988,5.30000000000000027e-01,74,1,1,1,8,4,0, 1,10,  0,1, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,2,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,200000,110000,     0,16,67,30,41
22017,1988,1.06000000000000005e+00,31,1,2,1,0,2,2, 2, 0,  0,2, 1,48,  0,3,2, 0,  0,1,2,0,    0,1,18,  0,1,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,200000,     0,     0,99,-1,76, 0
22018,1988,1.59000000000000008e+00,27,1,2,1,0,0,1, 1,50,  0,3, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,2,2,0,    0, 1,14,  0,3,1,1,14,   0,   0,   0,   0,   0,   0,   0,   0,   0,200000,150000,     0,16,25,30,10
22019,1988,1.06000000000000005e+00,30,1,1,1,0,0,3, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,2,2,0,    0, 2, 0,  0,4,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22020,1988,1.06000000000000005e+00,34,1,1,1,0,2,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,4,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22021,1988,5.30000000000000027e-01,78,2,2,1,0,0,0, 1,13,  0,1, 1,13,  0,1,0, 0,  0, ,0,0,    0,1,13,  0,7,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22022,1988,5.30000000000000027e-01,79,2,2,1,0,0,0, 1,14,  0,1, 1,14,  0,1,4, 0,  0,0,3,0,    0,1,14,  0,7,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22023,1988,5.30000000000000027e-01,59,2,2,1,0,0,3, 1,18,  0,1, 1,15,  0,1,1,14,  0,6,1,0,    0,1,14,  0,6,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22024,1988,3.72000000000000020e+00,21,2,1,1,0,0,0, 1,11,  0,2, 1,11,  0,2,0, 0,  0, ,0,0,    0,1,11,  0,9,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22025,1988,5.30000000000000027e-01,79,2,2,1,0,0,1, 2, 0,  0,2, 1,14,  0,1,0, 0,  0, ,0,0,    0,1,14,  0,7,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,200000,     0,     0,50,-1,50, 0
22026,1988,5.30000000000000027e-01,67,2,1,1,0,0,7, 5, 0,  0,9, 1,14,  0,1,0, 0,  0, ,0,0,    0,1,14,  0,7,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,500000,     0,     0,25,-1,50, 0
22027,1988,1.06000000000000005e+00,54,2,1,1,0,0,5, 1,10,  0,1, 1,12,  0,1,1,15,  0,5,1,0,    0,0, 0,  0, ,0,0,    0, 1,18,  0,5,1,1,18,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
22028,1988,1.59000000000000008e+00,19,1,1,1,2,2,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22029,1988,1.59000000000000008e+00,42,1,2,1,1,2,3, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22030,1988,1.06000000000000005e+00,30,1,2,1,0,0,3, 1,31,  0,2, 1,31,  0,2,0, 0,  0, ,0,0,    0,1,31,  0,8,2,0,    0, 1,31,  0,3,2,1,31,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22031,1988,1.06000000000000005e+00,35,1,2,1,0,0,2, 4, 0,  0,3, 1,70,  0,2,4, 0,  0,6,3,0,    0,1,70,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
22032,1988,2.66000000000000014e+00,19,1,2,1,0, ,0, 2, 0,  0,2, 4, 0,  0,3,2, 0,  0,0,2,0,    0,4, 0,  0,0,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
22033,1988,1.59000000000000008e+00,41,1,2,1,0,0,3, 2, 0,  0,2, 2, 0,  0,2,4, 0,  0,0,3,0,    0,2, 0,  0,0,2,0,    0, 2, 0,  0,2,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22034,1988,2.12999999999999989e+00,26,1,2,1,0,0,2, 2, 0,  0,2, 2, 0,  0,2,1,28,  0,2,3,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22035,1988,5.30000000000000027e-01,41,1,1,1,0,0,4, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22036,1988,1.06000000000000005e+00,52,1,2,1,0,4,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,4,2,0,    0,2, 0,  0,4,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22037,1988,1.59000000000000008e+00,26,1,1,1,0,1,0, 1,41,  0,3, 1,41,  0,3,1,41,  0,6,3,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22038,1988,5.30000000000000027e-01,51,1,2,1,0,0,2, 1,50,  0,3, 1,50,  0,3,2, 0,  0,7,2,0,    0,1,50,  0,2,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22039,1988,1.06000000000000005e+00,43,1,2,1,0,0,3, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 4, 0,  0,0,3,1,48,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22040,1988,1.06000000000000005e+00,25,1,1,1,0,0,0, 1,28,  0,3, 2, 0,  0,2,2, 0,  0,2,2,0,    0,1,28,  0,4,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,128000,     0,     0,98,-1,30, 0
22041,1988,1.59000000000000008e+00,49,1,2,1,0,1,6, 1,60, 58,1, 1,60, 58,1,1,60, 58,8,1,0,    0,1,60, 58,8,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22042,1988,5.30000000000000027e-01,61,1,1,1,0,4,2, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,0,3,0,    0,3, 0,  0,0,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22043,1988,1.59000000000000008e+00,20,1,1,1,0,0,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22044,1988,5.30000000000000027e-01,42,1,2,1,0,1,2, 1,22,  0,3, 1,41,  0,3,4, 0,  0,0,3,0,    0,2, 0,  0,0,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,122000,     0,     0,17,-1,60, 0
22045,1988,1.06000000000000005e+00,48,1,2,1,0,1,4, 4, 0,  0,3, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
22046,1988,5.30000000000000027e-01,31,1,2,1,0, ,0, 1,38,  0,2, 1,38,  0,2,1,38,  0,3,2,0,    0,1,38,  0,3,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22047,1988,1.06000000000000005e+00,34,2,1,1,0, ,1, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,0,    0,4, 0,  0,0,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22048,1988,1.59000000000000008e+00,48,2,2,1,0,0,3, 1,20,  0,2, 1,20,  0,2,1,70,  0,1,2,0,    0,1,20,  0,1,2,0,    0, 1,20,  0,2,2,1,20,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22049,1988,1.06000000000000005e+00,49,1,2,1,0,4,2, 1,60, 58,1, 1,38,  0,2,1,38,  0,2,2,0,    0,2, 0,  0,3,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,160058,     0,     0,18,-1,50, 0
22050,1988,1.06000000000000005e+00,52,1,2,1,0,0,6, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,8,2,0,    0, 1,38,  0,0,2,1,38,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22051,1988,5.30000000000000027e-01,76,1,2,1,0,8,6, 2, 0,  0,2, 4, 0,  0,3,0, 0,  0, ,0,0,    0,1,48,  0,0,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,200000,     0,     0,18,-1,10, 0
22052,1988,1.06000000000000005e+00,41,1,1,1,0,0,3, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 1,28,  0,3,3,1,28,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22053,1988,1.06000000000000005e+00,44,1,2,2,8,4,3, 1,60, 80,3, 1,60, 71,2,4, 0,  0,0,3,0,    0,1,60, 71,2,2,0,    0, 1,60, 80,6,3,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,160080,     0,     0,35,-1,50, 0
22054,1988,1.06000000000000005e+00,42,1,2,1,0,2,2, 1,50,  0,3, 1,50,  0,3,1,50,  0,7,3,0,    0,1,50,  0,7,3,0,    0, 1,70,  0,5,2,1,70,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22055,1988,1.06000000000000005e+00,35,1,1,1,0,4,2, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,2,3,0,    0,3, 0,  0,0,3,0,    0, 2, 0,  0,2,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
